apogeeAltitude,apogeeX,apogeeY,impactX,impactY,impactVelocity
35463.26802323295,511.7493723442787,-10624.51852804762,-5023.497355639233,-15035.61414268256,-14.850234759817981
40749.3129202353,5966.638455796542,-14273.045388319677,362.8513153064699,-18904.121222392598,-14.871151504970445
36360.28310134348,2652.5836615399967,-15514.41221402791,-3675.7278574163925,-21807.94670633008,-14.865826683382119
35258.80318714646,2564.6687267945663,-6966.8181043181,-3595.995338646444,-10686.4473628019,-14.883660829812507
35506.82471291661,7169.379508042277,-5341.8425883453365,1732.321280586292,-8666.257445317911,-14.869503588493563
39323.07023522272,1584.8612426856191,2053.4694480248013,-5582.073057457435,-408.8554378482818,-14.85646755559688
37844.5915029368,1317.0901349407995,3775.902504157518,-5621.688779909421,1674.1804346529545,-14.856442232208034
31647.175990971533,6857.647310028084,-13554.301011767078,1836.8121081783468,-17997.066726101395,-14.86952217867292
31302.6655599217,2796.6622222596593,-14860.643557421958,-1829.225333917374,-19129.740886374482,-14.831011569192523
39951.837248236996,3899.4460009706218,-5567.528790001691,-2475.1514921535113,-9208.767050748736,-14.844944454497147
35152.45173552945,8071.904247386454,-10136.424574527622,2690.4505277153357,-14185.368913584536,-14.869511366355855
34100.627264528935,625.5070597791364,-12480.292089890083,-4655.536911983153,-17116.814613770144,-14.850256901476481
40197.53390680752,36.31513262675186,-7873.235989687024,-6472.616773239814,-11862.802924526359,-14.850236852911799
30670.431682120863,3850.277674425412,-12034.423654856746,-137.79297784860125,-16183.64756089088,-14.871155454380308
33644.32912641347,2417.8044412408644,-12129.749350312557,-2612.3658539298494,-16324.992953433559,-14.831041298012542
31810.590996432158,4031.689989461206,-11335.665034441454,-1820.5379042315008,-15687.849384321926,-14.860052339837315
36388.53889661806,4672.815277728662,-12426.306861409097,-982.3392009460285,-17125.759336727377,-14.844931235424871
41660.45615022027,2027.0084973391872,-12833.319880468529,-4723.437099243774,-16984.166232529347,-14.831046887686155
30258.259537181486,394.99145069110335,-14450.989222532748,-4256.184960850899,-18712.6203504089,-14.850232227373526
41424.437407297315,4240.6344141742475,-11987.111086111607,-2550.7135556951002,-16519.574280130822,-14.844924850959861
36014.91647260964,6327.817528340661,-14318.187525358853,379.45408092407195,-18916.010233461377,-14.869504673246105
34404.485340730476,2317.804300173833,-15809.205710876235,-2950.9251478320652,-20437.177560164735,-14.831032716592095
29423.59404686063,8001.995311330281,-15658.002671091203,3259.7902900082736,-19747.242768924487,-14.86951725427411
32670.11310788998,6681.49575097894,-14334.268792488328,1635.8818461689946,-19231.154474486044,-14.845397002611062
38328.42813381675,3168.392961747675,-13951.840589423811,-4101.9298337808095,-18719.807924560027,-14.860048530442397
39185.58960857299,1251.7349105253306,4297.164950219144,-5989.112897485948,2279.9984518274928,-14.856443947494737
35012.67668251328,3806.09021836909,-8768.913667818662,-1599.7124771349104,-13013.770150219054,-14.844936810597526
34596.90261324507,2022.450535980201,-11609.033468789934,-4010.027740483691,-17478.891066145923,-14.86593295932844
30379.902972321033,6229.833167091817,-12298.576954343771,1439.542592164192,-16522.189203145397,-14.845387117340183
31306.516401168887,934.6265779645408,-11378.927769599786,-3784.1875315397588,-15620.216506056488,-14.850236823297093
38891.833815299964,4587.923037095532,-8703.18090999635,-1936.5593804444395,-12510.307811084294,-14.883734076456124
32409.538229414353,4792.1870468645675,-13556.031290292769,713.6101639298722,-18222.83108467507,-14.871158817368505
31780.6943000856,2897.6027072919965,-17576.87386297796,-2621.7722786462627,-24010.343270601283,-14.865881697077347
34373.33638035083,4781.89121966317,-10885.80424322504,411.02182272209586,-15255.916909923737,-14.871157898863167
34843.03599886239,3524.8500722899953,-20197.916455174935,-1730.6475365139843,-25243.331124822937,-14.831068730454591
28653.105896090205,6082.421147715082,-10282.72035841923,1425.9401745156292,-13891.842188410996,-14.86950741565904
33153.85740874457,3978.826379694352,-12639.835909584055,-346.08359672365316,-17222.244855710684,-14.871158576311188
33755.344262605875,870.9309015638348,-13373.231092767739,-4321.568912474233,-18073.761094548514,-14.850250377717302
29590.4502712972,3000.991054562554,-15034.865244227934,-1319.9311851706289,-18881.062122163265,-14.83105335531617
38924.65031508873,2777.684731893415,-8503.062534433651,-4549.399344825106,-12558.833798073489,-14.86006355083896
38139.38178492385,1215.8501273143015,6368.874687684164,-5853.494492584738,4735.190481168718,-14.856458896031961
45015.78990901482,2757.4018261897713,-10957.965507144736,-5295.920566740576,-14805.493328658296,-14.883697591036091
34427.55799210697,2299.795002954311,-15213.826776982833,-2967.1499731259223,-19767.806304753707,-14.831049903530365
40693.07428855136,2593.0771543241294,-8366.150331959778,-4609.2350507492965,-12074.914356704245,-14.883712616917238
37220.58842014147,686.9425705089225,-13297.360672438459,-5201.6327265588725,-18023.03694678217,-14.850235537683654
42604.559256515764,3306.423872111451,-4022.4161634112284,-4031.9460983402014,-6932.2475431494295,-14.883696064283752
38805.68108307534,1704.0783485100426,-11309.9312508455,-4480.535645592129,-15341.131832581623,-14.831036208118071
38295.313296685286,6525.607865107858,-14926.956133848358,182.4168254570556,-19890.78736304286,-14.84538377477928
44991.10550050368,8268.824622188684,-8939.938688989883,796.6249525991824,-12555.477913146364,-14.869536446798882
36442.193219112945,2910.928543794471,9098.74696921144,-3560.941569116907,7880.230724943672,-14.856524421903536
38977.94689334819,2601.5634189189886,-16751.081313299594,-3579.322163136104,-21381.11543010951,-14.83104564531897
37549.148324285125,355.2002687504328,-7375.0120594795535,-5565.135076513128,-11295.604505029754,-14.85021968766691
28883.785682749065,3328.6372768812807,-8404.08348104355,-2155.3313020235646,-11918.207958097433,-14.860072186898602
42156.556053132335,3541.497462792465,-10699.490586225018,-3835.316998815598,-14640.115193966065,-14.883710800678944
34989.18023769787,6687.410702980216,-11561.083010248058,1233.5631472720404,-16148.9851341236,-14.845379566433277
36189.95224875882,7821.276869329466,-14419.196586420288,2170.7662817910987,-19336.040743420992,-14.845384250876153
35544.373130823675,1142.2423579871986,4549.643649236717,-5382.842593319683,2562.609135968364,-14.85649536737737
33718.15303604737,2342.651871030301,-16833.638328831723,-3574.589556712918,-23304.665839754074,-14.865896509733084
34001.57007885126,704.9485859249179,-10436.834578623007,-4511.820155948223,-14788.484310998563,-14.850264064267927
32086.971111011473,4569.837484714393,-16292.515457848485,445.2050658497128,-21239.772178657688,-14.871156525627432
30746.04138577493,1861.3294700554186,-13122.20809545366,-3617.7783564849096,-18803.35267595243,-14.865882070613857
37120.045795196274,3062.7540622408883,-17211.71568732919,-3571.3666780002814,-22159.844045765436,-14.88370321820233
45544.93309599019,5007.737467759648,-9938.014166189392,-2501.3379312654306,-14110.826658499975,-14.844934013642517
31810.295426999597,1877.3297097467653,-774.2727309200626,-3727.0822527782125,-3913.4604151403273,-14.856475218971825
35887.26044348206,7226.855744672251,-10346.458770225077,1577.4700530790383,-14445.820618687925,-14.869503553452645
33679.98145072429,7722.976224144538,-13153.330040027933,2653.1868164895377,-17908.235150452227,-14.845382731932604
32915.07876982515,2617.239410386316,-16378.549264956298,-2326.0598803796433,-21025.64752745514,-14.831065578145752
34688.11321023549,6011.674562925236,-8522.179091525872,474.45722818132094,-12399.956781711619,-14.869512856731099
33737.89929582422,4568.054475306734,-12019.940595656528,246.3997790779574,-16530.512739305388,-14.871158733251928
34984.80257643546,4500.000000459769,-12813.705628172287,-1862.1888836026696,-17478.244996040536,-14.860049397147035
33774.77787562078,2564.9615004741895,-14906.163585879283,-2522.5563948978315,-19428.548816805167,-14.831065524630105
30886.509188371907,1703.204971824878,5723.73399115504,-3898.8168147154006,3740.0027138620435,-14.856493419217013
35611.8894134175,2677.9370142818534,-7509.214212117126,-3993.0383200540955,-11434.46299274568,-14.860065766998785
31562.178489222137,5490.402277285878,-10710.137934987899,350.9964897402741,-14810.908929019453,-14.86953314114624
38242.59950029087,1427.3477811610385,444.05118543360845,-5529.982659881309,-2362.9459167225655,-14.856471176399111
31517.077645609203,4248.368828349379,-9347.353628780711,-861.8869152758028,-13520.984651844348,-14.845400990032678
30244.161693609483,3805.9294376181533,-14130.549880198361,-1567.7854244644943,-18400.485798075817,-14.883706946912891
35648.29544253607,789.4724715035863,-6440.533630537609,-4655.376934298538,-10201.037846855112,-14.850250156437916
34527.003885931816,1439.2326893660286,5260.641328100285,-4832.280325161682,3403.1669036403505,-14.856454699464912
36684.434584379844,2565.3235907189924,-15474.689282975916,-3843.858453712492,-21730.105825540584,-14.865863921689847
34905.49268127754,2908.5924487399,-12400.99894052517,-3239.4337572353215,-16922.2700382485,-14.883663325465195
35741.09255166059,4960.374312501,-10314.549041162689,-451.7571540920434,-14742.516477001536,-14.844935368402936
32405.25520186322,2495.746678120259,-16089.693336845321,-2366.204666917717,-20679.568019079095,-14.83106766650458
39708.42665927089,5334.522020960999,-10088.780312990253,-856.888907751676,-14416.548769835113,-14.844937401834056
35036.592532329785,2644.0650374580614,-16665.52999194715,-2716.5307653876007,-21376.23058675815,-14.831031742540736
31585.55313163017,4309.308425057824,-11343.972491586996,-1463.5177068471828,-15677.474006002729,-14.860062609052466
27872.736252628416,87.2750778041842,-9276.576360477806,-3987.5462421712773,-12715.270397618335,-14.850250255804275
32261.71578655411,5405.37195974089,-4135.991803044781,935.231909893081,-7567.023624831433,-14.844941997991098
40958.01998254025,4728.220322941244,-14311.017800671707,-1944.2274998710975,-19141.235699742527,-14.844925642739952
